default,balance,housing,loan
no,432,yes,no
no,0,yes,no
no,664,yes,yes
no,1412,yes,no
no,661,yes,no
no,1318,yes,yes
no,1402,yes,no
no,68,yes,yes
no,704,yes,no
no,1288,yes,no
no,223,yes,yes
no,-34,yes,yes
no,52,yes,yes
no,240,yes,no
no,0,yes,no
no,355,yes,no
yes,25,yes,no
no,72,yes,yes
no,-396,yes,no
no,738,yes,no
no,4,yes,yes
no,518,yes,no
no,0,yes,no
no,141,yes,yes
no,7400,yes,no
no,62,yes,no
no,0,yes,yes
no,943,yes,yes
no,2419,yes,no
no,-217,yes,no
no,0,yes,no
no,2548,yes,no
no,-104,yes,no
no,579,yes,no
no,-423,yes,yes
no,741,yes,no
no,0,yes,no
no,6767,yes,no
no,625,yes,yes
no,-59,yes,yes
no,162,yes,no
no,6346,yes,no
no,1826,yes,no
no,356,yes,no
no,130,yes,yes
no,859,yes,yes
no,97,yes,no
no,14,yes,yes
no,483,yes,no
no,284,yes,no
no,985,yes,yes
no,1350,yes,yes
no,1185,yes,no
no,5547,yes,no
no,221,yes,no
no,4515,yes,no
no,803,yes,no
no,746,yes,no
no,9306,yes,no
no,198,yes,no
no,131,yes,yes
no,0,no,no
no,666,yes,no
no,0,yes,no
no,1094,yes,no
no,243,no,yes
no,281,yes,no
no,434,yes,no
no,1265,yes,no
no,-109,yes,yes
no,304,no,no
no,7249,yes,yes
no,0,yes,no
no,236,yes,no
yes,401,yes,no
no,228,yes,no
no,7,yes,no
no,-404,yes,no
no,200,yes,no
no,-212,yes,yes
no,477,yes,yes
no,269,yes,no
no,866,yes,no
no,550,yes,yes
yes,147,yes,no
no,511,yes,no
no,1075,yes,no
no,298,yes,no
no,158,yes,no
no,0,yes,no
no,873,yes,no
no,948,yes,no
no,580,yes,no
no,389,yes,no
no,1,yes,no
no,101,yes,no
no,367,yes,no
no,-339,yes,yes
no,217,yes,no
no,4904,yes,no
no,174,yes,no
no,3047,yes,no
no,719,yes,no
no,572,yes,no
no,-461,no,no
no,4900,yes,no
no,1253,yes,no
no,3875,yes,no
no,166,yes,no
no,442,yes,no
no,4789,yes,yes
no,-396,yes,no
no,839,yes,no
no,295,yes,yes
no,6215,yes,no
no,-8,yes,no
no,726,yes,no
no,457,yes,no
no,-94,yes,yes
no,659,yes,no
no,-312,yes,no
no,1608,yes,no
no,33,yes,no
no,419,yes,no
no,-291,yes,no
no,311,yes,no
no,240,yes,yes
no,59,yes,no
no,9,yes,no
no,2597,yes,no
no,283,yes,no
no,13054,yes,no
no,0,yes,no
no,3652,yes,yes
no,0,yes,no
no,0,yes,no
no,177,yes,no
no,3370,yes,no
yes,-1105,yes,no
no,761,yes,no
no,826,yes,no
no,518,yes,no
no,0,yes,yes
no,4500,yes,no
no,71,yes,no
no,137,yes,no
no,1252,yes,no
no,-17,yes,yes
no,-72,yes,no
no,428,yes,no
no,41,yes,no
no,1844,yes,no
no,98,yes,no
no,24,yes,no
no,358,no,no
no,-192,yes,no
no,0,no,no
no,2412,yes,no
no,169,yes,no
no,2048,yes,no
no,457,yes,no
no,2423,yes,yes
no,150,yes,yes
no,-10,yes,no
no,13,yes,no
no,5130,yes,yes
no,-210,yes,no
no,898,yes,no
no,208,yes,yes
no,374,yes,yes
no,-288,yes,no
no,78,yes,no
no,1611,yes,no
no,88,yes,no
no,-853,yes,no
no,100,yes,no
no,314,yes,no
no,2059,yes,no
no,321,yes,no
no,43,yes,yes
no,3049,yes,yes
no,372,yes,no
no,0,yes,no
no,536,yes,no
no,542,no,no
no,3058,yes,no
no,3,yes,yes
no,602,yes,no
yes,-55,yes,no
no,275,yes,no
no,189,yes,no
no,1403,no,no
no,553,no,no
no,1080,yes,no
no,1042,yes,no
no,1219,yes,no
no,117,yes,no
no,493,yes,no
no,452,yes,no
no,28,yes,no
no,2366,yes,no
no,306,yes,no
no,340,yes,no
no,1756,yes,yes
no,1282,yes,no
no,-416,yes,yes
no,595,yes,no
no,0,no,no
no,322,yes,no
no,451,yes,no
no,1449,yes,no
no,583,yes,no
no,0,yes,no
no,1145,yes,no
no,1,yes,no
no,-438,no,no
no,1395,yes,yes
no,31,yes,no
no,0,yes,no
no,0,yes,no
no,102,yes,no
no,-701,yes,no
no,-1636,yes,yes
no,415,yes,no
no,1615,yes,no
no,1450,no,no
no,0,yes,no
no,293,yes,no
no,266,no,no
no,910,yes,no
no,0,yes,no
no,0,yes,no
no,613,yes,no
no,101,yes,no
no,679,yes,no
no,245,yes,no
no,503,yes,no
no,1740,yes,no
no,-106,yes,yes
no,51,yes,no
no,20,yes,no
no,-23,no,no
no,154,yes,no
no,-374,yes,no
no,223,yes,no
no,2366,yes,no
no,5486,yes,no
no,201,yes,no
no,93,yes,no
no,1506,yes,no
no,326,yes,no
no,5,yes,no
no,-17,yes,no
no,-255,yes,yes
no,36,yes,yes
no,771,yes,no
no,100,yes,no
no,-178,yes,yes
no,2153,yes,no
no,0,yes,no
no,491,yes,yes
no,-102,yes,no
no,3867,yes,no
no,-458,yes,no
no,8044,yes,no
no,-15,yes,yes
no,581,yes,no
no,398,yes,no
no,966,yes,no
no,1400,yes,no
no,1301,yes,no
no,540,yes,no
no,-315,yes,no
no,-120,yes,no
no,426,yes,no
no,456,yes,no
no,81,yes,no
no,186,yes,no
no,-616,yes,no
no,5293,yes,no
no,142,yes,no
no,2,yes,no
no,4064,no,yes
no,976,yes,no
no,199,no,no
no,11,yes,no
no,0,yes,yes
no,151,yes,no
no,381,yes,no
no,0,yes,no
no,0,yes,no
no,-84,yes,no
no,101,yes,no
no,216,yes,yes
no,1453,yes,no
no,727,yes,no
no,254,yes,yes
no,0,yes,no
no,740,yes,yes
no,-367,yes,no
no,102,yes,no
no,1011,yes,no
no,812,yes,yes
no,306,yes,no
no,1071,yes,no
no,246,yes,no
no,1319,yes,no
no,-331,yes,yes
no,2064,yes,no
no,352,yes,no
no,1571,yes,no
no,779,yes,no
no,695,yes,no
no,213,yes,no
no,333,yes,yes
no,759,yes,no
no,1579,yes,no
no,-523,yes,yes
no,640,yes,no
no,-29,yes,no
no,83,yes,no
no,1005,yes,yes
no,448,yes,no
no,692,yes,no
no,-27,yes,no
no,7985,yes,no
yes,0,yes,no
no,124,yes,no
no,931,yes,no
no,580,yes,yes
no,926,yes,no
no,328,yes,no
no,3068,yes,yes
no,-495,yes,yes
no,395,yes,no
no,0,yes,no
no,148,yes,no
no,0,yes,yes
no,3039,yes,yes
no,533,yes,no
no,558,yes,no
no,0,yes,no
no,1400,yes,no
no,66,yes,no
no,462,yes,no
no,643,yes,no
yes,-204,yes,no
no,195,yes,no
no,370,yes,no
no,397,yes,no
no,48,yes,no
no,622,yes,no
no,946,yes,no
no,626,yes,no
no,1653,yes,yes
no,-530,yes,yes
no,99,yes,no
no,27,yes,no
no,1370,yes,no
no,498,yes,no
no,-420,yes,no
no,0,yes,no
no,510,yes,no
no,-240,yes,no
no,-333,yes,no
no,1549,yes,no
no,1806,yes,no
no,313,yes,no
no,0,yes,no
no,425,yes,no
no,422,yes,no
no,1089,yes,no
no,42,yes,no
no,582,yes,no
no,222,yes,no
no,861,yes,no
no,244,yes,no
no,1,yes,no
no,373,yes,no
no,785,yes,no
yes,-233,yes,no
no,248,yes,no
no,154,no,no
no,1473,yes,yes
no,1598,yes,no
no,542,yes,no
no,0,yes,no
no,219,yes,yes
no,0,yes,no
no,174,no,no
no,875,yes,yes
no,284,yes,no
no,1362,yes,no
no,238,yes,no
no,3499,yes,no
yes,-470,yes,no
no,916,yes,no
no,240,yes,yes
no,0,yes,no
no,6,yes,no
no,1120,yes,no
no,373,yes,no
no,-18,yes,no
no,0,yes,no
no,279,yes,no
no,869,yes,yes
no,271,yes,yes
no,162,yes,yes
no,388,yes,no
no,555,yes,no
no,222,yes,no
no,184,yes,no
no,-497,yes,no
no,-523,yes,no
no,694,yes,no
no,202,yes,yes
no,414,yes,no
no,18254,no,no
no,2603,yes,yes
no,467,yes,no
no,744,yes,no
no,-1137,yes,yes
no,953,yes,no
no,83,yes,yes
no,468,yes,no
no,763,yes,no
no,-361,yes,no
no,1165,yes,no
no,297,no,no
no,309,yes,no
no,4054,yes,no
no,151,yes,no
no,2377,yes,no
no,-11,yes,no
no,133,yes,no
no,4136,yes,no
no,2409,yes,yes
no,2067,yes,no
no,3064,yes,no
no,0,yes,no
no,3957,yes,no
no,50,yes,no
no,10,yes,yes
no,141,yes,no
no,292,yes,no
no,-551,yes,no
no,3975,yes,no
no,1236,yes,no
no,473,yes,no
no,0,yes,no
no,0,yes,no
no,279,yes,no
no,956,yes,yes
no,543,yes,no
no,249,yes,no
no,4714,yes,yes
no,847,yes,no
no,1331,yes,no
no,0,yes,no
no,1388,yes,no
no,124,yes,yes
no,-253,yes,no
no,-15,yes,no
no,1415,yes,no
no,0,yes,no
no,-185,yes,no
no,62,yes,no
no,600,yes,yes
no,109,yes,no
no,-1092,yes,no
no,235,yes,no
no,2040,yes,no
no,218,yes,no
no,16,yes,no
no,190,yes,no
no,739,yes,no
no,2313,yes,no
no,1077,yes,no
no,1649,yes,no
no,297,yes,no
no,362,yes,no
no,277,yes,no
no,0,yes,no
no,0,yes,no
no,146,yes,no
no,310,yes,no
no,0,yes,no
no,0,yes,yes
no,-648,yes,no
no,4063,yes,no
no,0,yes,no
no,70,yes,no
no,502,yes,no
no,1734,yes,no
no,2783,yes,no
no,0,yes,no
no,8648,no,no
no,171,yes,no
no,-811,yes,no
no,87,yes,no
no,0,yes,no
no,5789,yes,no
no,768,yes,no
no,2,yes,no
no,156,yes,no
no,2182,yes,no
no,627,yes,no
no,541,yes,no
no,849,yes,yes
no,591,yes,no
no,2364,yes,no
no,11686,yes,yes
no,164,yes,no
no,-277,yes,no
no,65,yes,no
no,98,yes,yes
no,165,no,no
no,1437,yes,no
no,7279,yes,no
no,-465,no,no
no,479,yes,no
no,780,yes,no
no,1148,yes,no
no,254,yes,no
no,99,yes,no
no,66,yes,no
no,238,yes,yes
no,194,yes,no
no,860,yes,no
no,561,yes,no
no,24,yes,yes
no,703,yes,no
no,169,yes,no
no,1655,yes,no
no,223,yes,yes
no,-14,yes,no
no,211,yes,no
no,146,yes,no
no,1109,yes,no
no,335,yes,no
no,2696,yes,yes
no,199,yes,no
no,2102,yes,no
no,0,yes,no
no,25,yes,yes
no,278,yes,no
no,1176,no,no
no,-110,yes,no
no,7,yes,no
no,419,yes,no
yes,2,no,no
no,1697,yes,no
no,1733,yes,no
no,-487,yes,no
no,1533,yes,no
no,1147,yes,no
no,168,yes,no
no,1808,yes,no
no,439,yes,no
no,1635,yes,no
no,-32,yes,no
no,1119,yes,no
no,112,yes,yes
no,545,yes,no
no,88,yes,no
no,167,yes,yes
no,216,yes,no
no,349,yes,no
no,23552,yes,no
no,-90,no,yes
no,12,yes,no
no,1076,yes,no
no,491,yes,yes
no,43,yes,no
no,1034,yes,no
no,210,yes,no
no,1599,yes,no
no,2,yes,yes
no,2190,yes,no
no,-410,yes,yes
no,1729,yes,no
no,-106,yes,yes
no,-108,yes,no
no,670,yes,no
no,598,yes,no
no,63,yes,no
no,289,yes,no
no,398,yes,no
no,173,yes,no
no,687,yes,no
no,25,yes,no
no,-361,yes,no
no,1403,yes,yes
no,224,yes,no
no,17,yes,no
no,428,yes,no
no,323,yes,yes
no,1499,yes,no
no,-134,no,no
no,159,yes,yes
no,135,yes,no
no,2825,yes,no
no,1794,yes,no
no,38,yes,no
no,90,yes,no
no,1194,yes,no
no,20,yes,no
no,103,yes,no
no,169,yes,no
no,1535,yes,no
no,1616,yes,no
no,1470,yes,no
no,7,yes,no
no,106,yes,no
no,456,no,no
no,1801,yes,no
no,265,yes,no
no,1803,yes,no
no,556,yes,no
no,38,yes,yes
no,449,yes,no
no,188,yes,no
no,1012,yes,no
no,641,yes,no
no,-440,yes,yes
no,4592,yes,no
no,10,yes,no
no,29,yes,no
no,24,no,no
no,476,yes,no
no,1573,yes,no
yes,-96,yes,yes
no,-404,yes,yes
no,469,yes,yes
no,1495,yes,no
no,-48,yes,no
no,119,yes,yes
no,94,yes,no
no,311,yes,yes
no,218,yes,no
no,666,yes,no
no,0,no,no
no,56,no,no
no,-1,yes,no
no,8563,yes,no
no,277,yes,no
no,1324,yes,no
no,522,yes,yes
no,384,yes,no
no,3,yes,no
no,103,yes,no
no,51,yes,no
no,-158,yes,no
no,-53,yes,no
no,166,yes,no
no,496,no,no
no,66,yes,no
no,-337,yes,yes
no,425,yes,no
no,147,yes,no
no,151,yes,no
no,151,yes,no
no,-411,yes,no
no,798,yes,no
no,914,yes,no
no,134,yes,no
no,5709,yes,no
no,0,yes,yes
no,194,yes,no
no,3,yes,yes
no,125,yes,no
no,2204,yes,no
no,351,yes,no
no,335,no,no
no,518,yes,no
no,859,no,no
no,636,yes,no
no,339,yes,no
no,3029,yes,yes
no,-529,yes,no
no,162,yes,no
no,246,yes,no
no,480,yes,no
no,242,yes,yes
no,266,yes,yes
no,410,yes,no
no,485,yes,no
no,1543,yes,no
no,-475,yes,no
no,91,yes,no
no,498,yes,no
no,342,yes,no
no,4978,yes,no
no,1634,yes,yes
no,467,yes,no
no,1564,yes,no
no,5073,yes,no
no,-244,yes,no
no,246,yes,no
no,315,yes,no
no,69,yes,no
no,0,yes,no
no,42,yes,no
no,4786,yes,yes
no,196,yes,no
no,89,yes,no
no,883,yes,no
no,624,yes,no
no,607,yes,no
no,1288,yes,no
no,1787,yes,no
no,266,yes,no
no,-287,yes,no
no,-308,yes,no
no,2858,yes,yes
no,353,yes,no
no,451,yes,yes
no,128,yes,no
no,202,yes,no
no,-251,yes,no
no,3420,yes,no
no,492,yes,no
no,235,yes,no
no,-367,yes,yes
no,5,no,no
no,6,yes,no
no,0,yes,no
no,175,no,no
no,0,yes,no
no,42,yes,no
no,-31,yes,no
no,789,yes,no
no,0,yes,no
no,170,yes,no
no,367,yes,no
no,0,no,yes
no,92,yes,no
no,5548,yes,no
no,855,yes,no
no,449,yes,yes
no,1,yes,no
no,38,yes,no
no,1547,yes,no
no,552,yes,no
no,439,yes,no
no,300,yes,no
no,419,yes,no
no,3126,yes,no
no,1908,no,no
no,1240,yes,no
no,102,yes,no
no,226,yes,no
no,82,yes,no
no,210,yes,yes
no,1514,yes,no
no,1453,yes,no
no,13186,yes,no
no,10,no,yes
no,-112,yes,no
no,1005,no,no
no,1380,yes,no
no,-118,yes,no
no,-417,no,no
no,177,yes,yes
no,0,yes,no
no,470,yes,no
no,1164,yes,no
no,257,yes,no
no,-70,yes,yes
no,68,yes,no
no,0,yes,no
no,0,yes,yes
no,0,yes,no
no,4135,yes,no
no,3551,yes,no
no,419,yes,yes
no,641,yes,no
no,373,yes,no
no,1,yes,no
no,887,yes,no
no,3652,yes,no
no,15035,yes,no
no,-38,yes,no
no,663,yes,yes
no,1335,yes,no
no,335,yes,no
no,895,yes,no
no,126,yes,no
no,249,no,no
no,2581,no,no
no,0,yes,no
no,804,yes,no
no,668,no,no
no,764,no,no
no,-637,yes,yes
no,31,yes,no
no,64,yes,yes
no,603,yes,no
no,1250,yes,no
no,18,yes,yes
no,1894,yes,no
no,-407,yes,yes
no,574,no,no
no,1150,yes,no
no,139,yes,no
no,614,yes,no
no,337,yes,no
no,129,yes,no
no,75,yes,no
no,1598,yes,no
no,1949,yes,no
no,802,yes,yes
no,-634,yes,yes
no,870,yes,yes
no,292,yes,no
no,3872,yes,no
no,912,yes,no
no,1575,yes,no
no,4170,yes,yes
no,4986,yes,no
no,197,yes,no
no,1596,yes,no
no,143,yes,no
no,-98,yes,yes
no,89,yes,no
no,785,yes,no
no,355,yes,no
no,3646,yes,no
no,5816,yes,no
no,194,yes,no
no,1044,yes,no
no,98,yes,no
no,-15,no,no
no,15,yes,no
no,-50,yes,no
no,1116,yes,no
no,1411,yes,no
no,3,yes,yes
no,327,yes,no
no,-58,no,no
no,-11,yes,no
no,-158,yes,no
no,0,yes,no
no,9110,yes,no
no,555,yes,no
no,2734,yes,no
no,644,yes,no
no,0,yes,no
no,61,yes,no
no,0,yes,no
no,5058,no,no
no,465,yes,no
no,190,no,no
no,1836,yes,no
no,2321,yes,no
no,1425,yes,no
no,422,yes,no
no,-25,yes,no
no,285,yes,no
no,3092,yes,yes
no,2279,yes,no
no,14,yes,no
no,3028,yes,no
no,257,yes,no
no,1116,yes,no
no,525,yes,no
no,204,yes,yes
no,-301,yes,no
no,316,no,no
no,5560,yes,no
no,550,yes,no
no,963,yes,no
no,-199,yes,yes
no,108,yes,no
no,124,yes,no
no,4196,yes,no
no,209,yes,no
no,14,yes,yes
no,241,yes,no
no,3412,yes,no
no,186,yes,no
no,129,yes,no
no,2499,yes,no
no,74,yes,yes
no,947,yes,no
no,159,yes,no
no,481,yes,no
no,373,yes,no
no,465,yes,no
no,145,yes,no
no,64,yes,no
no,2592,no,no
no,677,yes,no
no,245,yes,yes
no,1193,no,no
no,984,yes,no
no,167,yes,no
no,5092,yes,no
no,492,no,yes
no,356,yes,yes
no,411,yes,no
no,1153,yes,yes
no,752,yes,no
no,1556,yes,no
no,634,no,yes
no,555,yes,no
no,161,yes,yes
no,590,yes,no
no,5733,yes,no
no,271,yes,yes
no,193,yes,no
no,201,yes,no
no,53,yes,no
no,14657,yes,no
no,469,yes,yes
no,-247,yes,no
no,2495,yes,no
no,840,yes,no
no,-184,yes,no
no,295,yes,no
no,0,yes,yes
no,1583,yes,no
no,1141,yes,no
no,23,yes,no
no,807,yes,no
no,422,yes,no
no,631,yes,no
no,28,yes,yes
no,-70,yes,no
no,483,yes,no
no,250,yes,no
no,1436,yes,no
no,12130,yes,no
no,616,yes,no
no,949,yes,no
no,159,yes,no
no,1455,yes,no
no,1309,yes,no
no,0,no,no
no,26,yes,no
no,332,yes,no
no,135,yes,no
no,359,yes,no
no,2381,yes,no
no,56,yes,no
no,199,yes,no
no,933,yes,no
no,1158,yes,no
no,1397,yes,no
no,404,yes,no
no,0,yes,no
no,578,yes,no
no,100,yes,no
no,402,no,no
no,1356,yes,no
no,331,yes,no
no,399,yes,no
no,1089,yes,no
no,1383,yes,no
no,700,yes,no
no,0,yes,no
no,620,yes,no
no,-302,yes,no
no,2835,yes,no
no,451,yes,yes
no,1410,yes,no
no,241,yes,no
no,87,yes,no
no,481,no,no
no,-553,yes,no
no,709,yes,no
no,942,yes,no
no,37,yes,no
no,185,yes,no
no,222,yes,no
no,13,yes,no
no,800,yes,no
no,3016,yes,no
no,154,yes,no
no,3267,yes,no
no,876,yes,no
no,253,yes,no
no,1352,yes,no
no,10558,yes,no
no,31,no,no
no,334,yes,no
no,154,yes,no
no,1088,yes,no
no,1078,yes,no
no,-141,yes,yes
no,3,yes,no
no,1112,yes,no
no,7263,yes,no
no,241,yes,no
no,964,yes,no
no,-663,yes,no
no,2,no,no
no,20,yes,yes
no,406,yes,no
no,-522,yes,no
no,-98,yes,yes
no,918,yes,no
no,319,yes,no
no,-97,yes,no
no,0,yes,no
no,3589,yes,no
no,944,no,no
no,17,yes,no
no,1263,yes,no
no,82,yes,no
no,7444,yes,yes
no,512,no,no
no,412,yes,no
no,2000,yes,no
no,516,yes,no
no,602,yes,no
no,115,no,no
no,421,yes,no
no,7208,yes,no
no,481,yes,no
no,0,yes,no
no,864,yes,no
no,286,yes,no
no,41,yes,no
no,431,yes,no
no,324,yes,no
no,61,yes,no
no,312,yes,yes
no,1545,yes,yes
no,0,yes,no
no,397,yes,no
no,8637,yes,no
yes,-581,yes,no
no,321,yes,no
no,413,yes,no
no,259,no,no
no,725,yes,no
no,478,yes,no
no,393,yes,yes
no,719,yes,no
no,139,yes,yes
no,0,yes,no
no,53,yes,no
no,-580,yes,yes
no,61,yes,no
yes,-2,yes,yes
no,912,yes,no
no,276,yes,yes
no,2809,yes,no
no,2151,yes,no
no,25,yes,no
no,-276,yes,no
no,1301,yes,no
no,-87,yes,no
no,248,yes,no
no,40,yes,no
no,100,yes,yes
no,14,yes,yes
no,56,yes,no
no,1419,yes,no
no,458,yes,no
no,1905,yes,no
no,4227,yes,no
no,521,yes,no
no,664,yes,no
no,625,no,no
no,1394,yes,no
no,1195,yes,no
no,925,yes,no
no,970,yes,no
no,354,yes,no
no,807,yes,yes
no,1810,yes,no
no,15030,yes,no
no,3632,yes,yes
no,2785,yes,no
no,-111,yes,no
no,1401,no,no
no,55,yes,no
no,1536,yes,no
no,61,yes,no
no,0,yes,no
no,6004,yes,no
no,447,yes,no
no,1831,yes,no
no,0,yes,no
no,2171,yes,yes
no,233,yes,no
no,1852,yes,no
no,462,yes,no
no,655,no,no
no,564,yes,no
no,669,yes,no
no,131,yes,no
no,99,yes,no
no,800,yes,no
no,-636,yes,no
no,157,yes,no
no,6737,yes,no
no,221,yes,no
no,1,yes,no
no,219,yes,no
no,36,no,yes
no,1615,yes,no
no,975,yes,no
no,1089,yes,no
no,2157,yes,no
no,0,yes,no
no,0,yes,no
no,378,yes,yes
no,2108,yes,no
no,39,yes,no
no,3715,yes,no
no,50,yes,no
no,0,yes,no
no,451,yes,no
no,2565,yes,no
no,-684,yes,no
no,865,yes,no
no,340,yes,no
no,308,yes,no
no,323,yes,no
no,437,yes,no
no,456,no,no
no,828,no,no
no,58,yes,no
no,493,yes,no
no,2137,no,no
no,953,yes,no
no,119,yes,no
no,1503,yes,yes
no,1,yes,no
no,-139,no,no
no,497,no,no
no,3201,yes,no
no,7,yes,no
no,2,yes,yes
no,233,yes,no
no,2749,no,no
no,780,yes,no
no,496,yes,no
no,350,yes,no
no,2764,yes,no
no,78,yes,no
no,0,yes,yes
no,7180,yes,no
no,468,yes,no
no,246,yes,no
no,584,yes,no
no,3419,yes,no
no,88,no,no
no,207,yes,no
no,0,yes,no
no,681,no,yes
no,1080,yes,yes
no,7317,yes,no
no,2131,yes,no
no,172,yes,no
no,-1601,no,yes
no,-375,yes,no
no,141,yes,no
no,268,yes,no
no,18,no,no
no,247,yes,yes
no,260,yes,no
no,34,yes,no
no,1064,yes,no
no,328,yes,no
no,33,no,yes
no,190,yes,no
no,413,yes,no
no,759,yes,no
no,297,yes,no
no,596,yes,no
no,864,yes,no
no,0,yes,no
no,1969,yes,yes
no,35,yes,no
no,584,yes,no
no,382,yes,no
no,215,yes,no
no,1779,yes,no
no,577,no,no
no,3409,yes,no
no,8,yes,no
no,42,yes,no
no,121,yes,no
no,1129,yes,no
no,418,yes,yes
no,54,yes,no
no,0,yes,no
no,1023,yes,no
no,2523,yes,no
no,4937,yes,no
no,1993,yes,yes
no,387,yes,no
no,396,yes,no
no,289,yes,no
no,-231,yes,no
no,145,yes,yes
no,309,yes,no
no,2278,yes,yes
no,0,no,no
no,186,yes,no
no,-119,yes,no
no,1311,yes,no
no,455,yes,no
no,1314,yes,no
no,623,yes,no
no,107,yes,yes
no,282,yes,yes
no,322,yes,no
no,1852,no,no
no,-119,yes,no
no,3,yes,no
no,25,yes,no
no,2813,yes,no
no,2610,yes,no
no,2077,yes,no
no,-85,yes,no
no,171,yes,no
no,146,yes,yes
no,-427,yes,no
no,1411,yes,no
no,142,yes,no
no,323,yes,yes
no,387,yes,yes
no,1954,yes,yes
no,8892,yes,no
no,76,yes,no
no,-49,yes,no
no,178,yes,no
no,398,yes,no
no,52,yes,no
no,1137,no,no
no,216,yes,no
no,3185,yes,no
yes,65,yes,yes
no,-287,yes,no
no,4253,yes,no
no,557,yes,no
no,2019,yes,no
no,83,yes,no
no,28,yes,no
no,411,yes,no
no,69,yes,no
no,1339,yes,no
no,1117,yes,no
no,55,yes,no
no,747,yes,yes
no,192,yes,no
no,292,yes,yes
no,1127,yes,no
no,143,yes,yes
no,879,yes,no
no,771,no,no
no,1004,yes,no
no,3173,yes,no
no,-639,yes,yes
no,450,yes,no
no,-56,yes,no
no,2116,yes,no
no,481,yes,no
yes,-1157,yes,no
no,416,yes,no
no,1052,yes,no
no,3344,yes,no
no,-378,yes,yes
no,0,yes,no
no,7063,yes,no
no,-35,yes,no
no,112,yes,no
yes,-946,yes,no
no,1026,yes,no
no,0,yes,no
no,341,yes,no
no,1798,yes,no
no,1360,yes,no
no,158,yes,no
no,338,yes,no
no,267,no,no
no,162,yes,no
no,0,yes,no
no,42,yes,no
no,37,yes,no
no,499,yes,no
no,396,yes,no
no,481,yes,no
no,-69,yes,no
no,70,yes,no
no,1670,no,no
no,3050,yes,no
no,276,yes,no
no,1040,yes,no
no,951,yes,no
no,969,yes,no
no,-64,yes,no
no,229,yes,yes
no,210,yes,no
no,-169,no,yes
no,593,yes,no
no,484,yes,no
no,0,yes,no
no,5918,yes,no
no,-91,yes,no
no,623,yes,no
no,0,yes,no
no,23,yes,yes
no,26,yes,no
no,513,yes,no
no,306,yes,no
no,0,yes,yes
no,-276,yes,yes
no,1804,yes,no
no,0,yes,no
no,117,yes,no
no,1959,yes,no
no,1,yes,no
no,863,yes,no
no,506,yes,no
no,198,yes,no
no,546,yes,no
no,236,yes,no
no,282,yes,no
no,0,yes,no
no,864,yes,yes
no,1078,yes,no
no,679,yes,yes
no,-228,yes,yes
no,79,yes,yes
no,882,yes,no
no,228,yes,no
no,702,yes,no
no,1331,yes,no
no,147,yes,no
no,186,yes,no
no,180,yes,no
no,-13,yes,no
no,2576,yes,no
no,1396,yes,no
no,780,yes,no
no,670,no,yes
no,1546,yes,no
no,4741,yes,no
no,365,yes,no
no,185,yes,no
no,208,no,no
no,-19,yes,no
no,0,yes,yes
no,328,yes,no
no,0,yes,no
no,649,yes,no
no,292,yes,no
no,2253,yes,no
no,153,yes,no
no,295,yes,yes
no,3371,yes,yes
no,47,yes,yes
no,181,yes,no
no,2965,yes,no
no,1691,yes,no
no,467,yes,no
no,388,yes,no
no,635,yes,no
no,5828,yes,no
no,283,yes,no
no,223,yes,yes
no,125,yes,no
no,1481,yes,no
no,1371,no,no
no,267,yes,no
no,5550,yes,no
no,0,yes,yes
no,102,yes,no
no,846,yes,no
no,29,yes,no
no,2737,yes,no
no,714,yes,yes
no,72,yes,no
no,581,yes,no
no,374,yes,no
no,328,yes,no
no,528,yes,no
no,540,no,yes
no,426,yes,no
no,2194,no,no
no,12392,yes,no
no,97,yes,no
no,-1112,yes,no
no,410,yes,no
no,2191,yes,no
no,-70,yes,no
no,471,yes,no
no,96,yes,no
no,8,yes,yes
no,0,yes,no
no,408,yes,no
no,265,yes,no
no,9618,yes,no
no,1572,no,no
no,642,yes,no
no,33,yes,no
no,-289,yes,no
no,3777,yes,no
no,794,yes,no
no,-308,yes,no
no,577,yes,no
no,249,yes,no
no,94,yes,no
no,54,yes,no
no,1328,yes,no
no,-336,yes,no
no,712,yes,yes
no,305,yes,no
no,234,yes,no
no,93,yes,yes
no,8040,yes,no
no,0,yes,no
no,6150,yes,no
no,210,yes,no
no,5461,yes,no
no,1550,yes,yes
no,-54,yes,yes
no,2409,yes,no
no,640,yes,no
no,0,yes,no
no,3,yes,no
no,550,yes,no
no,-978,yes,no
no,507,yes,no
no,4152,yes,no
no,-491,yes,yes
no,707,yes,no
no,330,yes,no
no,25,yes,no
no,1103,yes,no
no,-193,yes,no
no,654,yes,no
no,47,yes,no
no,3821,yes,no
no,222,yes,no
no,445,yes,no
no,3067,yes,no
no,41,yes,no
no,1264,yes,no
no,84,yes,no
no,271,yes,no
no,2268,yes,no
no,-302,yes,no
no,409,yes,no
no,168,yes,yes
no,3778,yes,no
no,143,yes,no
no,9,yes,no
no,1162,yes,no
no,-664,yes,yes
no,809,yes,no
no,232,yes,no
no,107,yes,no
no,39,no,no
no,0,yes,no
no,324,yes,no
no,1203,yes,yes
no,69,yes,no
no,104,yes,no
no,2040,yes,no
no,68,yes,yes
no,17,yes,no
no,-122,yes,yes
no,-607,yes,no
no,113,yes,no
no,358,yes,no
no,635,yes,no
no,38,yes,yes
no,655,yes,no
no,21,yes,no
no,0,yes,no
